,1,2,3,4,5,6,7,8,Seq
0,3.605551275463989,11.629703349613008,6.020797289396148,5.622277118748239,7.138627319029899,7.138627319029899,1.6155494421403513,5.0,1
1,1.6155494421403513,0.0,1.004987562112089,3.605551275463989,1.5811388300841898,2.23606797749979,4.6097722286464435,4.301162633521313,1
2,0.0,3.0675723300355937,6.18465843842649,4.301162633521313,0.0,0.0,0.0,0.0,1
3,3.605551275463989,11.629703349613008,10.689246933250256,1.6155494421403513,7.0710678118654755,5.622277118748239,3.4655446902326914,0.0,1
4,11.629703349613008,3.605551275463989,4.301162633521313,7.0710678118654755,2.23606797749979,4.6097722286464435,7.138627319029899,0.0,1
5,4.301162633521313,3.605551275463989,6.363961030678928,5.622277118748239,0.0,7.138627319029899,4.6097722286464435,7.433034373659253,1
6,7.138627319029899,7.138627319029899,10.689246933250256,6.020797289396148,0.0,0.0,0.0,0.0,1
7,0.0,7.138627319029899,4.6097722286464435,7.433034373659253,8.73212459828649,2.9154759474226504,6.363961030678928,0.0,1
8,7.138627319029899,0.0,3.0675723300355937,2.9154759474226504,6.363961030678928,0.0,0.0,0.0,1
9,7.138627319029899,10.689246933250256,6.020797289396148,2.9154759474226504,3.0675723300355937,1.004987562112089,0.7071067811865476,0.0,1
10,4.301162633521313,8.73212459828649,1.6155494421403513,0.0,0.0,0.0,0.0,0.0,1
11,3.0675723300355937,5.622277118748239,5.622277118748239,10.689246933250256,0.0,0.0,0.0,0.0,1
12,5.622277118748239,3.0675723300355937,3.605551275463989,0.7071067811865476,12.298373876248844,10.689246933250256,3.4655446902326914,4.6097722286464435,1
13,8.73212459828649,3.0675723300355937,0.0,1.6155494421403513,0.7071067811865476,6.363961030678928,2.23606797749979,4.6097722286464435,1
14,3.0675723300355937,0.0,1.6155494421403513,0.7071067811865476,6.363961030678928,6.020797289396148,0.0,0.0,1
15,0.0,7.138627319029899,6.18465843842649,3.605551275463989,11.629703349613008,6.020797289396148,7.0710678118654755,5.0,1
16,10.689246933250256,1.004987562112089,8.139410298049853,7.138627319029899,5.622277118748239,7.0710678118654755,0.0,0.0,1
17,1.6155494421403513,0.7071067811865476,3.605551275463989,3.0675723300355937,5.622277118748239,2.23606797749979,7.433034373659253,4.301162633521313,1
18,6.020797289396148,7.433034373659253,4.301162633521313,0.7071067811865476,4.301162633521313,0.0,0.0,0.0,1
19,12.298373876248844,7.0710678118654755,2.9154759474226504,3.605551275463989,8.139410298049853,7.138627319029899,0.0,3.4655446902326914,1
20,3.605551275463989,1.004987562112089,1.6155494421403513,1.6155494421403513,10.689246933250256,0.0,0.0,0.0,1
